elapsed_s,log_timestamp_unix_s,source_message,source_time_boot_ms,packet_seq,sysid,compid,mission_item_seq,mission_total,mission_state,mission_mode,coordinate_frame,type_mask,target_lat_raw_e7,target_lon_raw_e7,target_lat_deg,target_lon_deg,target_alt_m,target_vx_mps,target_vy_mps,target_vz_mps,target_afx_mps2,target_afy_mps2,target_afz_mps2,target_yaw_rad,target_yaw_rate_rad_s
420.274795,1788180016.144301,POSITION_TARGET_GLOBAL_INT,528855,238,1,1,,,,,0,65016,60772041,801907608,6.077204099999999,80.19076079999999,33.47999954223633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420.512839,1788180016.382345,MISSION_CURRENT,,255,1,1,1,7,3,1,,,,,,,,,,,,,,,
420.961694,1788180016.831200,MISSION_CURRENT,,28,1,1,1,7,3,1,,,,,,,,,,,,,,,
421.615409,1788180017.484915,MISSION_CURRENT,,57,1,1,1,7,3,1,,,,,,,,,,,,,,,
422.004142,1788180017.873648,MISSION_CURRENT,,86,1,1,1,7,3,1,,,,,,,,,,,,,,,
422.500436,1788180018.369942,MISSION_CURRENT,,114,1,1,1,7,3,1,,,,,,,,,,,,,,,
423.048460,1788180018.917966,MISSION_CURRENT,,143,1,1,1,7,3,1,,,,,,,,,,,,,,,
423.529779,1788180019.399285,MISSION_CURRENT,,171,1,1,1,7,3,1,,,,,,,,,,,,,,,
423.982436,1788180019.851942,MISSION_CURRENT,,200,1,1,1,7,3,1,,,,,,,,,,,,,,,
424.563979,1788180020.433485,MISSION_CURRENT,,228,1,1,1,7,3,1,,,,,,,,,,,,,,,
425.018322,1788180020.887828,MISSION_CURRENT,,1,1,1,1,7,3,1,,,,,,,,,,,,,,,
425.482487,1788180021.351993,MISSION_CURRENT,,29,1,1,1,7,3,1,,,,,,,,,,,,,,,
426.061658,1788180021.931164,MISSION_CURRENT,,58,1,1,1,7,3,1,,,,,,,,,,,,,,,
426.497504,1788180022.367010,MISSION_CURRENT,,86,1,1,1,7,3,1,,,,,,,,,,,,,,,
426.979118,1788180022.848624,MISSION_CURRENT,,115,1,1,1,7,3,1,,,,,,,,,,,,,,,
427.560780,1788180023.430286,MISSION_CURRENT,,143,1,1,1,7,3,1,,,,,,,,,,,,,,,
428.016898,1788180023.886404,MISSION_CURRENT,,172,1,1,1,7,3,1,,,,,,,,,,,,,,,
428.471805,1788180024.341311,MISSION_CURRENT,,200,1,1,1,7,3,1,,,,,,,,,,,,,,,
429.024226,1788180024.893732,MISSION_CURRENT,,229,1,1,1,7,3,1,,,,,,,,,,,,,,,
429.513670,1788180025.383176,MISSION_CURRENT,,1,1,1,1,7,3,1,,,,,,,,,,,,,,,
429.963144,1788180025.832650,MISSION_CURRENT,,30,1,1,1,7,3,1,,,,,,,,,,,,,,,
430.554989,1788180026.424495,MISSION_CURRENT,,58,1,1,1,7,3,1,,,,,,,,,,,,,,,
431.008498,1788180026.878004,MISSION_CURRENT,,87,1,1,1,7,3,1,,,,,,,,,,,,,,,
431.474728,1788180027.344234,MISSION_CURRENT,,116,1,1,1,7,3,1,,,,,,,,,,,,,,,
431.973811,1788180027.843317,MISSION_CURRENT,,145,1,1,1,7,3,1,,,,,,,,,,,,,,,
432.473474,1788180028.342980,MISSION_CURRENT,,173,1,1,1,7,3,1,,,,,,,,,,,,,,,
433.080845,1788180028.950351,MISSION_CURRENT,,202,1,1,1,7,3,1,,,,,,,,,,,,,,,
433.518097,1788180029.387603,MISSION_CURRENT,,230,1,1,1,7,3,1,,,,,,,,,,,,,,,
434.000007,1788180029.869513,MISSION_CURRENT,,3,1,1,1,7,3,1,,,,,,,,,,,,,,,
434.577094,1788180030.446600,MISSION_CURRENT,,31,1,1,1,7,3,1,,,,,,,,,,,,,,,
435.032008,1788180030.901514,MISSION_CURRENT,,60,1,1,1,7,3,1,,,,,,,,,,,,,,,
435.469607,1788180031.339113,MISSION_CURRENT,,88,1,1,1,7,3,1,,,,,,,,,,,,,,,
435.954698,1788180031.824204,MISSION_CURRENT,,117,1,1,1,7,3,1,,,,,,,,,,,,,,,
436.531570,1788180032.401076,MISSION_CURRENT,,145,1,1,1,7,3,1,,,,,,,,,,,,,,,
436.985879,1788180032.855385,MISSION_CURRENT,,174,1,1,1,7,3,1,,,,,,,,,,,,,,,
437.533310,1788180033.402816,MISSION_CURRENT,,202,1,1,1,7,3,1,,,,,,,,,,,,,,,
438.029384,1788180033.898890,MISSION_CURRENT,,231,1,1,1,7,3,1,,,,,,,,,,,,,,,
438.480139,1788180034.349645,MISSION_CURRENT,,3,1,1,1,7,3,1,,,,,,,,,,,,,,,
438.978753,1788180034.848259,MISSION_CURRENT,,32,1,1,1,7,3,1,,,,,,,,,,,,,,,
439.526039,1788180035.395545,MISSION_CURRENT,,60,1,1,1,7,3,1,,,,,,,,,,,,,,,
439.980737,1788180035.850243,MISSION_CURRENT,,89,1,1,1,7,3,1,,,,,,,,,,,,,,,
440.572495,1788180036.442001,MISSION_CURRENT,,117,1,1,1,7,3,1,,,,,,,,,,,,,,,
441.091498,1788180036.961004,MISSION_CURRENT,,146,1,1,1,7,3,1,,,,,,,,,,,,,,,
441.480551,1788180037.350057,MISSION_CURRENT,,175,1,1,1,7,3,1,,,,,,,,,,,,,,,
442.060090,1788180037.929596,MISSION_CURRENT,,204,1,1,1,7,3,1,,,,,,,,,,,,,,,
442.512268,1788180038.381774,MISSION_CURRENT,,232,1,1,1,7,3,1,,,,,,,,,,,,,,,
442.964034,1788180038.833540,MISSION_CURRENT,,5,1,1,1,7,3,1,,,,,,,,,,,,,,,
443.541329,1788180039.410835,MISSION_CURRENT,,33,1,1,1,7,3,1,,,,,,,,,,,,,,,
444.007415,1788180039.876921,MISSION_CURRENT,,62,1,1,1,7,3,1,,,,,,,,,,,,,,,
444.587410,1788180040.456916,MISSION_CURRENT,,90,1,1,1,7,3,1,,,,,,,,,,,,,,,
445.023365,1788180040.892871,MISSION_CURRENT,,119,1,1,1,7,3,1,,,,,,,,,,,,,,,
445.503819,1788180041.373325,MISSION_CURRENT,,147,1,1,1,7,3,1,,,,,,,,,,,,,,,
445.973200,1788180041.842706,MISSION_CURRENT,,176,1,1,1,7,3,1,,,,,,,,,,,,,,,
446.504083,1788180042.373589,MISSION_CURRENT,,204,1,1,1,7,3,1,,,,,,,,,,,,,,,
446.972692,1788180042.842198,MISSION_CURRENT,,233,1,1,1,7,3,1,,,,,,,,,,,,,,,
447.579407,1788180043.448913,MISSION_CURRENT,,5,1,1,1,7,3,1,,,,,,,,,,,,,,,
448.032594,1788180043.902100,MISSION_CURRENT,,34,1,1,1,7,3,1,,,,,,,,,,,,,,,
448.500490,1788180044.369996,MISSION_CURRENT,,62,1,1,1,7,3,1,,,,,,,,,,,,,,,
449.034724,1788180044.904230,MISSION_CURRENT,,91,1,1,1,7,3,1,,,,,,,,,,,,,,,
449.458587,1788180045.328093,MISSION_CURRENT,,119,1,1,1,7,3,1,,,,,,,,,,,,,,,
449.983792,1788180045.853298,MISSION_CURRENT,,149,1,1,1,7,3,1,,,,,,,,,,,,,,,
450.561365,1788180046.430871,MISSION_CURRENT,,177,1,1,1,7,3,1,,,,,,,,,,,,,,,
451.029832,1788180046.899338,MISSION_CURRENT,,206,1,1,1,7,3,1,,,,,,,,,,,,,,,
451.483298,1788180047.352804,MISSION_CURRENT,,235,1,1,1,7,3,1,,,,,,,,,,,,,,,
451.985079,1788180047.854585,MISSION_CURRENT,,8,1,1,1,7,3,1,,,,,,,,,,,,,,,
452.496854,1788180048.366360,MISSION_CURRENT,,36,1,1,1,7,3,1,,,,,,,,,,,,,,,
452.984888,1788180048.854394,MISSION_CURRENT,,65,1,1,1,7,3,1,,,,,,,,,,,,,,,
453.563542,1788180049.433048,MISSION_CURRENT,,93,1,1,1,7,3,1,,,,,,,,,,,,,,,
454.014525,1788180049.884031,MISSION_CURRENT,,122,1,1,1,7,3,1,,,,,,,,,,,,,,,
454.481886,1788180050.351392,MISSION_CURRENT,,150,1,1,1,7,3,1,,,,,,,,,,,,,,,
454.982039,1788180050.851545,MISSION_CURRENT,,179,1,1,1,7,3,1,,,,,,,,,,,,,,,
455.483205,1788180051.352711,MISSION_CURRENT,,207,1,1,1,7,3,1,,,,,,,,,,,,,,,
455.978903,1788180051.848409,MISSION_CURRENT,,236,1,1,1,7,3,1,,,,,,,,,,,,,,,
456.555324,1788180052.424830,MISSION_CURRENT,,8,1,1,1,7,3,1,,,,,,,,,,,,,,,
457.008726,1788180052.878232,MISSION_CURRENT,,37,1,1,1,7,3,1,,,,,,,,,,,,,,,
457.464238,1788180053.333744,MISSION_CURRENT,,65,1,1,1,7,3,1,,,,,,,,,,,,,,,
458.037997,1788180053.907503,MISSION_CURRENT,,94,1,1,1,7,3,1,,,,,,,,,,,,,,,
458.523582,1788180054.393088,MISSION_CURRENT,,126,1,1,1,7,3,1,,,,,,,,,,,,,,,
458.956277,1788180054.825783,MISSION_CURRENT,,155,1,1,1,7,3,1,,,,,,,,,,,,,,,
459.550132,1788180055.419638,MISSION_CURRENT,,183,1,1,1,7,3,1,,,,,,,,,,,,,,,
460.001503,1788180055.871009,MISSION_CURRENT,,212,1,1,1,7,3,1,,,,,,,,,,,,,,,
460.577264,1788180056.446770,MISSION_CURRENT,,240,1,1,1,7,3,1,,,,,,,,,,,,,,,
460.967305,1788180056.836811,MISSION_CURRENT,,13,1,1,1,7,3,1,,,,,,,,,,,,,,,
461.483441,1788180057.352947,MISSION_CURRENT,,42,1,1,1,7,3,1,,,,,,,,,,,,,,,
461.965453,1788180057.834959,MISSION_CURRENT,,71,1,1,1,7,3,1,,,,,,,,,,,,,,,
462.542331,1788180058.411837,MISSION_CURRENT,,99,1,1,1,7,3,1,,,,,,,,,,,,,,,
462.996051,1788180058.865557,MISSION_CURRENT,,128,1,1,1,7,3,1,,,,,,,,,,,,,,,
463.541869,1788180059.411375,MISSION_CURRENT,,156,1,1,1,7,3,1,,,,,,,,,,,,,,,
464.023859,1788180059.893365,MISSION_CURRENT,,185,1,1,1,7,3,1,,,,,,,,,,,,,,,
464.461246,1788180060.330752,MISSION_CURRENT,,213,1,1,1,7,3,1,,,,,,,,,,,,,,,
464.959916,1788180060.829422,MISSION_CURRENT,,242,1,1,1,7,3,1,,,,,,,,,,,,,,,
465.521930,1788180061.391436,MISSION_CURRENT,,14,1,1,1,7,3,1,,,,,,,,,,,,,,,
465.987896,1788180061.857402,MISSION_CURRENT,,43,1,1,1,7,3,1,,,,,,,,,,,,,,,
466.532832,1788180062.402338,MISSION_CURRENT,,71,1,1,1,7,3,1,,,,,,,,,,,,,,,
467.030013,1788180062.899519,MISSION_CURRENT,,100,1,1,1,7,3,1,,,,,,,,,,,,,,,
467.481315,1788180063.350821,MISSION_CURRENT,,128,1,1,1,7,3,1,,,,,,,,,,,,,,,
468.056212,1788180063.925718,MISSION_CURRENT,,157,1,1,1,7,3,1,,,,,,,,,,,,,,,
468.524440,1788180064.393946,MISSION_CURRENT,,185,1,1,1,7,3,1,,,,,,,,,,,,,,,
468.976180,1788180064.845686,MISSION_CURRENT,,214,1,1,1,7,3,1,,,,,,,,,,,,,,,
469.473533,1788180065.343039,MISSION_CURRENT,,242,1,1,1,7,3,1,,,,,,,,,,,,,,,
469.989980,1788180065.859486,MISSION_CURRENT,,15,1,1,1,7,3,1,,,,,,,,,,,,,,,
470.471469,1788180066.340975,MISSION_CURRENT,,43,1,1,1,7,3,1,,,,,,,,,,,,,,,
471.046991,1788180066.916497,MISSION_CURRENT,,72,1,1,1,7,3,1,,,,,,,,,,,,,,,
471.517289,1788180067.386795,MISSION_CURRENT,,101,1,1,1,7,3,1,,,,,,,,,,,,,,,
471.967540,1788180067.837046,MISSION_CURRENT,,130,1,1,1,7,3,1,,,,,,,,,,,,,,,
472.513474,1788180068.382980,MISSION_CURRENT,,158,1,1,1,7,3,1,,,,,,,,,,,,,,,
473.012006,1788180068.881512,MISSION_CURRENT,,187,1,1,1,7,3,1,,,,,,,,,,,,,,,
473.587888,1788180069.457394,MISSION_CURRENT,,215,1,1,1,7,3,1,,,,,,,,,,,,,,,
474.011124,1788180069.880630,MISSION_CURRENT,,244,1,1,1,7,3,1,,,,,,,,,,,,,,,
474.495321,1788180070.364827,MISSION_CURRENT,,16,1,1,1,7,3,1,,,,,,,,,,,,,,,
476.401800,1788180072.271306,MISSION_CURRENT,,45,1,1,1,7,3,1,,,,,,,,,,,,,,,
476.407250,1788180072.276756,MISSION_CURRENT,,73,1,1,1,7,3,1,,,,,,,,,,,,,,,
476.412724,1788180072.282230,MISSION_CURRENT,,102,1,1,1,7,3,1,,,,,,,,,,,,,,,
476.463139,1788180072.332645,MISSION_CURRENT,,130,1,1,1,7,3,1,,,,,,,,,,,,,,,
477.103240,1788180072.972746,MISSION_CURRENT,,159,1,1,1,7,3,1,,,,,,,,,,,,,,,
477.490281,1788180073.359787,MISSION_CURRENT,,187,1,1,1,7,3,1,,,,,,,,,,,,,,,
478.041786,1788180073.911292,MISSION_CURRENT,,216,1,1,1,7,3,1,,,,,,,,,,,,,,,
478.499904,1788180074.369410,MISSION_CURRENT,,244,1,1,1,7,3,1,,,,,,,,,,,,,,,
478.983975,1788180074.853481,MISSION_CURRENT,,17,1,1,1,7,3,1,,,,,,,,,,,,,,,
479.559643,1788180075.429149,MISSION_CURRENT,,45,1,1,1,7,3,1,,,,,,,,,,,,,,,
480.030794,1788180075.900300,MISSION_CURRENT,,75,1,1,1,7,3,1,,,,,,,,,,,,,,,
480.469257,1788180076.338763,MISSION_CURRENT,,103,1,1,1,7,3,1,,,,,,,,,,,,,,,
480.984253,1788180076.853759,MISSION_CURRENT,,132,1,1,1,7,3,1,,,,,,,,,,,,,,,
481.482788,1788180077.352294,MISSION_CURRENT,,161,1,1,1,7,3,1,,,,,,,,,,,,,,,
481.978562,1788180077.848068,MISSION_CURRENT,,190,1,1,1,7,3,1,,,,,,,,,,,,,,,
482.556985,1788180078.426491,MISSION_CURRENT,,218,1,1,1,7,3,1,,,,,,,,,,,,,,,
483.009676,1788180078.879182,MISSION_CURRENT,,247,1,1,1,7,3,1,,,,,,,,,,,,,,,
483.476267,1788180079.345773,MISSION_CURRENT,,19,1,1,1,7,3,1,,,,,,,,,,,,,,,
483.976321,1788180079.845827,MISSION_CURRENT,,48,1,1,1,7,3,1,,,,,,,,,,,,,,,
484.478426,1788180080.347932,MISSION_CURRENT,,76,1,1,1,7,3,1,,,,,,,,,,,,,,,
484.974861,1788180080.844367,MISSION_CURRENT,,105,1,1,1,7,3,1,,,,,,,,,,,,,,,
485.552353,1788180081.421859,MISSION_CURRENT,,133,1,1,1,7,3,1,,,,,,,,,,,,,,,
486.005582,1788180081.875088,MISSION_CURRENT,,162,1,1,1,7,3,1,,,,,,,,,,,,,,,
486.472946,1788180082.342452,MISSION_CURRENT,,190,1,1,1,7,3,1,,,,,,,,,,,,,,,
487.006947,1788180082.876453,MISSION_CURRENT,,219,1,1,1,7,3,1,,,,,,,,,,,,,,,
487.477792,1788180083.347298,MISSION_CURRENT,,247,1,1,1,7,3,1,,,,,,,,,,,,,,,
487.962423,1788180083.831929,MISSION_CURRENT,,20,1,1,1,7,3,1,,,,,,,,,,,,,,,
488.539593,1788180084.409099,MISSION_CURRENT,,48,1,1,1,7,3,1,,,,,,,,,,,,,,,
488.992530,1788180084.862036,MISSION_CURRENT,,77,1,1,1,7,3,1,,,,,,,,,,,,,,,
489.569744,1788180085.439250,MISSION_CURRENT,,105,1,1,1,7,3,1,,,,,,,,,,,,,,,
489.959688,1788180085.829194,MISSION_CURRENT,,134,1,1,1,7,3,1,,,,,,,,,,,,,,,
490.459852,1788180086.329358,MISSION_CURRENT,,162,1,1,1,7,3,1,,,,,,,,,,,,,,,
491.074184,1788180086.943690,MISSION_CURRENT,,191,1,1,1,7,3,1,,,,,,,,,,,,,,,
491.511079,1788180087.380585,MISSION_CURRENT,,220,1,1,1,7,3,1,,,,,,,,,,,,,,,
491.993382,1788180087.862888,MISSION_CURRENT,,249,1,1,1,7,3,1,,,,,,,,,,,,,,,
492.493717,1788180088.363223,MISSION_CURRENT,,21,1,1,1,7,3,1,,,,,,,,,,,,,,,
493.008767,1788180088.878273,MISSION_CURRENT,,50,1,1,1,7,3,1,,,,,,,,,,,,,,,
493.474922,1788180089.344428,MISSION_CURRENT,,78,1,1,1,7,3,1,,,,,,,,,,,,,,,
494.051366,1788180089.920872,MISSION_CURRENT,,107,1,1,1,7,3,1,,,,,,,,,,,,,,,
494.518828,1788180090.388334,MISSION_CURRENT,,135,1,1,1,7,3,1,,,,,,,,,,,,,,,
494.971847,1788180090.841353,MISSION_CURRENT,,164,1,1,1,7,3,1,,,,,,,,,,,,,,,
495.673499,1788180091.543005,MISSION_CURRENT,,192,1,1,1,7,3,1,,,,,,,,,,,,,,,
496.125940,1788180091.995446,MISSION_CURRENT,,221,1,1,1,7,3,1,,,,,,,,,,,,,,,
496.562680,1788180092.432186,MISSION_CURRENT,,252,1,1,1,7,3,1,,,,,,,,,,,,,,,
497.014118,1788180092.883624,MISSION_CURRENT,,26,1,1,1,7,3,1,,,,,,,,,,,,,,,
497.513705,1788180093.383211,MISSION_CURRENT,,54,1,1,1,7,3,1,,,,,,,,,,,,,,,
497.965041,1788180093.834547,MISSION_CURRENT,,83,1,1,1,7,3,1,,,,,,,,,,,,,,,
498.541344,1788180094.410850,MISSION_CURRENT,,111,1,1,1,7,3,1,,,,,,,,,,,,,,,
499.010225,1788180094.879731,MISSION_CURRENT,,140,1,1,1,7,3,1,,,,,,,,,,,,,,,
499.464641,1788180095.334147,MISSION_CURRENT,,168,1,1,1,7,3,1,,,,,,,,,,,,,,,
500.118179,1788180095.987685,MISSION_CURRENT,,197,1,1,1,7,3,1,,,,,,,,,,,,,,,
500.506661,1788180096.376167,MISSION_CURRENT,,225,1,1,1,7,3,1,,,,,,,,,,,,,,,
501.005738,1788180096.875244,MISSION_CURRENT,,254,1,1,1,7,3,1,,,,,,,,,,,,,,,
501.505991,1788180097.375497,MISSION_CURRENT,,27,1,1,1,7,3,1,,,,,,,,,,,,,,,
501.990464,1788180097.859970,MISSION_CURRENT,,56,1,1,1,7,3,1,,,,,,,,,,,,,,,
502.567282,1788180098.436788,MISSION_CURRENT,,84,1,1,1,7,3,1,,,,,,,,,,,,,,,
503.034305,1788180098.903811,MISSION_CURRENT,,113,1,1,1,7,3,1,,,,,,,,,,,,,,,
503.487498,1788180099.357004,MISSION_CURRENT,,141,1,1,1,7,3,1,,,,,,,,,,,,,,,
504.035265,1788180099.904771,MISSION_CURRENT,,170,1,1,1,7,3,1,,,,,,,,,,,,,,,
504.499552,1788180100.369058,MISSION_CURRENT,,198,1,1,1,7,3,1,,,,,,,,,,,,,,,
504.952689,1788180100.822195,MISSION_CURRENT,,227,1,1,1,7,3,1,,,,,,,,,,,,,,,
505.559807,1788180101.429313,MISSION_CURRENT,,255,1,1,1,7,3,1,,,,,,,,,,,,,,,
506.026331,1788180101.895837,MISSION_CURRENT,,28,1,1,1,7,3,1,,,,,,,,,,,,,,,
506.481850,1788180102.351356,MISSION_CURRENT,,56,1,1,1,7,3,1,,,,,,,,,,,,,,,
507.028414,1788180102.897920,MISSION_CURRENT,,85,1,1,1,7,3,1,,,,,,,,,,,,,,,
507.479980,1788180103.349486,MISSION_CURRENT,,113,1,1,1,7,3,1,,,,,,,,,,,,,,,
507.992466,1788180103.861972,MISSION_CURRENT,,142,1,1,1,7,3,1,,,,,,,,,,,,,,,
508.521288,1788180104.390794,MISSION_CURRENT,,170,1,1,1,7,3,1,,,,,,,,,,,,,,,
509.004808,1788180104.874314,MISSION_CURRENT,,199,1,1,1,7,3,1,,,,,,,,,,,,,,,
509.473598,1788180105.343104,MISSION_CURRENT,,227,1,1,1,7,3,1,,,,,,,,,,,,,,,
510.047883,1788180105.917389,MISSION_CURRENT,,0,1,1,1,7,3,1,,,,,,,,,,,,,,,
510.470532,1788180106.340038,MISSION_CURRENT,,28,1,1,1,7,3,1,,,,,,,,,,,,,,,
510.973117,1788180106.842623,MISSION_CURRENT,,58,1,1,1,7,3,1,,,,,,,,,,,,,,,
511.532780,1788180107.402286,MISSION_CURRENT,,87,1,1,1,7,3,1,,,,,,,,,,,,,,,
511.969043,1788180107.838549,MISSION_CURRENT,,116,1,1,1,7,3,1,,,,,,,,,,,,,,,
512.469903,1788180108.339409,MISSION_CURRENT,,144,1,1,1,7,3,1,,,,,,,,,,,,,,,
512.998691,1788180108.868197,MISSION_CURRENT,,173,1,1,1,7,3,1,,,,,,,,,,,,,,,
513.468377,1788180109.337883,MISSION_CURRENT,,201,1,1,1,7,3,1,,,,,,,,,,,,,,,
514.074892,1788180109.944398,MISSION_CURRENT,,230,1,1,1,7,3,1,,,,,,,,,,,,,,,
514.529071,1788180110.398577,MISSION_CURRENT,,2,1,1,1,7,3,1,,,,,,,,,,,,,,,
514.996328,1788180110.865834,MISSION_CURRENT,,31,1,1,1,7,3,1,,,,,,,,,,,,,,,
515.574203,1788180111.443709,MISSION_CURRENT,,59,1,1,1,7,3,1,,,,,,,,,,,,,,,
515.950684,1788180111.820190,MISSION_CURRENT,,88,1,1,1,7,3,1,,,,,,,,,,,,,,,
516.461714,1788180112.331220,MISSION_CURRENT,,116,1,1,1,7,3,1,,,,,,,,,,,,,,,
516.948358,1788180112.817864,MISSION_CURRENT,,145,1,1,1,7,3,1,,,,,,,,,,,,,,,
517.529304,1788180113.398810,MISSION_CURRENT,,173,1,1,1,7,3,1,,,,,,,,,,,,,,,
517.981707,1788180113.851213,MISSION_CURRENT,,202,1,1,1,7,3,1,,,,,,,,,,,,,,,
518.558476,1788180114.427982,MISSION_CURRENT,,230,1,1,1,7,3,1,,,,,,,,,,,,,,,
519.008990,1788180114.878496,MISSION_CURRENT,,3,1,1,1,7,3,1,,,,,,,,,,,,,,,
519.482062,1788180115.351568,MISSION_CURRENT,,31,1,1,1,7,3,1,,,,,,,,,,,,,,,
520.047438,1788180115.916944,MISSION_CURRENT,,60,1,1,1,7,3,1,,,,,,,,,,,,,,,
520.511478,1788180116.380984,MISSION_CURRENT,,88,1,1,1,7,3,1,,,,,,,,,,,,,,,
520.982558,1788180116.852064,MISSION_CURRENT,,117,1,1,1,7,3,1,,,,,,,,,,,,,,,
521.512198,1788180117.381704,MISSION_CURRENT,,146,1,1,1,7,3,1,,,,,,,,,,,,,,,
522.012980,1788180117.882486,MISSION_CURRENT,,175,1,1,1,7,3,1,,,,,,,,,,,,,,,
522.464889,1788180118.334395,MISSION_CURRENT,,203,1,1,1,7,3,1,,,,,,,,,,,,,,,
523.055926,1788180118.925432,MISSION_CURRENT,,232,1,1,1,7,3,1,,,,,,,,,,,,,,,
523.507980,1788180119.377486,MISSION_CURRENT,,4,1,1,1,7,3,1,,,,,,,,,,,,,,,
523.973744,1788180119.843250,MISSION_CURRENT,,33,1,1,1,7,3,1,,,,,,,,,,,,,,,
524.502418,1788180120.371924,MISSION_CURRENT,,61,1,1,1,7,3,1,,,,,,,,,,,,,,,
525.003727,1788180120.873233,MISSION_CURRENT,,90,1,1,1,7,3,1,,,,,,,,,,,,,,,
525.502362,1788180121.371868,MISSION_CURRENT,,118,1,1,1,7,3,1,,,,,,,,,,,,,,,
526.128817,1788180121.998323,MISSION_CURRENT,,147,1,1,1,7,3,1,,,,,,,,,,,,,,,
526.507631,1788180122.377137,MISSION_CURRENT,,175,1,1,1,7,3,1,,,,,,,,,,,,,,,
526.962341,1788180122.831847,MISSION_CURRENT,,204,1,1,1,7,3,1,,,,,,,,,,,,,,,
527.505824,1788180123.375330,MISSION_CURRENT,,232,1,1,1,7,3,1,,,,,,,,,,,,,,,
528.004930,1788180123.874436,MISSION_CURRENT,,5,1,1,1,7,3,1,,,,,,,,,,,,,,,
528.578615,1788180124.448121,MISSION_CURRENT,,33,1,1,1,7,3,1,,,,,,,,,,,,,,,
529.031553,1788180124.901059,MISSION_CURRENT,,62,1,1,1,7,3,1,,,,,,,,,,,,,,,
529.499966,1788180125.369472,MISSION_CURRENT,,90,1,1,1,7,3,1,,,,,,,,,,,,,,,
529.952735,1788180125.822241,MISSION_CURRENT,,119,1,1,1,7,3,1,,,,,,,,,,,,,,,
530.499615,1788180126.369121,MISSION_CURRENT,,147,1,1,1,7,3,1,,,,,,,,,,,,,,,
530.995143,1788180126.864649,MISSION_CURRENT,,176,1,1,1,7,3,1,,,,,,,,,,,,,,,
531.560173,1788180127.429679,MISSION_CURRENT,,205,1,1,1,7,3,1,,,,,,,,,,,,,,,
531.996418,1788180127.865924,MISSION_CURRENT,,234,1,1,1,7,3,1,,,,,,,,,,,,,,,
532.481454,1788180128.350960,MISSION_CURRENT,,6,1,1,1,7,3,1,,,,,,,,,,,,,,,
532.950301,1788180128.819807,MISSION_CURRENT,,35,1,1,1,7,3,1,,,,,,,,,,,,,,,
533.496794,1788180129.366300,MISSION_CURRENT,,63,1,1,1,7,3,1,,,,,,,,,,,,,,,
533.979818,1788180129.849324,MISSION_CURRENT,,92,1,1,1,7,3,1,,,,,,,,,,,,,,,
534.521820,1788180130.391326,MISSION_CURRENT,,123,1,1,1,7,3,1,,,,,,,,,,,,,,,
535.024635,1788180130.894141,MISSION_CURRENT,,153,1,1,1,7,3,1,,,,,,,,,,,,,,,
535.475616,1788180131.345122,MISSION_CURRENT,,181,1,1,1,7,3,1,,,,,,,,,,,,,,,
536.040158,1788180131.909664,MISSION_CURRENT,,210,1,1,1,7,3,1,,,,,,,,,,,,,,,
536.477350,1788180132.346856,MISSION_CURRENT,,238,1,1,1,7,3,1,,,,,,,,,,,,,,,
536.973149,1788180132.842655,MISSION_CURRENT,,11,1,1,1,7,3,1,,,,,,,,,,,,,,,
537.549895,1788180133.419401,MISSION_CURRENT,,39,1,1,1,7,3,1,,,,,,,,,,,,,,,
538.017062,1788180133.886568,MISSION_CURRENT,,68,1,1,1,7,3,1,,,,,,,,,,,,,,,
538.614300,1788180134.483806,MISSION_CURRENT,,96,1,1,1,7,3,1,,,,,,,,,,,,,,,
539.013037,1788180134.882543,MISSION_CURRENT,,125,1,1,1,7,3,1,,,,,,,,,,,,,,,
539.495568,1788180135.365074,MISSION_CURRENT,,153,1,1,1,7,3,1,,,,,,,,,,,,,,,
540.087259,1788180135.956765,MISSION_CURRENT,,182,1,1,1,7,3,1,,,,,,,,,,,,,,,
540.554671,1788180136.424177,MISSION_CURRENT,,210,1,1,1,7,3,1,,,,,,,,,,,,,,,
540.997574,1788180136.867080,MISSION_CURRENT,,239,1,1,1,7,3,1,,,,,,,,,,,,,,,
541.459858,1788180137.329364,MISSION_CURRENT,,12,1,1,1,7,3,1,,,,,,,,,,,,,,,
542.006768,1788180137.876274,MISSION_CURRENT,,42,1,1,1,7,3,1,,,,,,,,,,,,,,,
542.471208,1788180138.340714,MISSION_CURRENT,,70,1,1,1,7,3,1,,,,,,,,,,,,,,,
542.988291,1788180138.857797,MISSION_CURRENT,,99,1,1,1,7,3,1,,,,,,,,,,,,,,,
543.537918,1788180139.407424,MISSION_CURRENT,,127,1,1,1,7,3,1,,,,,,,,,,,,,,,
543.960760,1788180139.830266,MISSION_CURRENT,,156,1,1,1,7,3,1,,,,,,,,,,,,,,,
544.569880,1788180140.439386,MISSION_CURRENT,,184,1,1,1,7,3,1,,,,,,,,,,,,,,,
545.036693,1788180140.906199,MISSION_CURRENT,,213,1,1,1,7,3,1,,,,,,,,,,,,,,,
545.488152,1788180141.357658,MISSION_CURRENT,,241,1,1,1,7,3,1,,,,,,,,,,,,,,,
546.064176,1788180141.933682,MISSION_CURRENT,,14,1,1,1,7,3,1,,,,,,,,,,,,,,,
546.499534,1788180142.369040,MISSION_CURRENT,,42,1,1,1,7,3,1,,,,,,,,,,,,,,,
