elapsed_s,log_timestamp_unix_s,source_time_usec,seq,sysid,compid,fix_type,satellites_visible,lat_raw_e7,lon_raw_e7,alt_raw_mm,lat_deg,lon_deg,alt_m_msl,eph_raw,epv_raw,eph_scaled_1e_2,epv_scaled_1e_2,vel_raw_cm_s,ground_speed_mps,cog_raw_cdeg,cog_deg,alt_ellipsoid_raw_mm,alt_ellipsoid_m,h_acc_raw_mm,h_acc_m,v_acc_raw_mm,v_acc_m,vel_acc_raw_mm_s,vel_acc_mps,hdg_acc_raw_1e5_deg,hdg_acc_deg,yaw_raw_cdeg,yaw_deg
567.549366,1788180163.418872,676130000,223,1,1,4,29,60772012,801907569,23620,6.077201199999999,80.1907569,23.62,63,91,0.63,0.91,7,0.07,9405,94.05,-74444,-74.444,331,0.331,608,0.608,107,0.107,0,0.0,0,
568.032217,1788180163.901723,676730000,252,1,1,4,29,60772011,801907568,23600,6.0772011,80.1907568,23.6,63,91,0.63,0.91,4,0.04,9405,94.05,-74464,-74.464,331,0.331,608,0.608,87,0.08700000000000001,0,0.0,0,
568.577989,1788180164.447495,677130000,24,1,1,4,28,60772011,801907567,23580,6.0772011,80.1907567,23.580000000000002,63,91,0.63,0.91,1,0.01,9405,94.05,-74484,-74.484,331,0.331,607,0.607,135,0.135,0,0.0,0,
569.076634,1788180164.946140,677730000,53,1,1,4,28,60772011,801907569,23530,6.0772011,80.1907569,23.53,55,77,0.55,0.77,4,0.04,9405,94.05,-74534,-74.534,331,0.331,606,0.606,80,0.08,0,0.0,0,
569.620899,1788180165.490405,678130000,81,1,1,4,28,60772012,801907571,23490,6.077201199999999,80.1907571,23.490000000000002,63,91,0.63,0.91,4,0.04,9405,94.05,-74574,-74.574,331,0.331,605,0.605,115,0.115,0,0.0,0,
570.075127,1788180165.944633,678730000,110,1,1,4,29,60772012,801907571,23510,6.077201199999999,80.1907571,23.51,63,91,0.63,0.91,2,0.02,9405,94.05,-74554,-74.554,331,0.331,604,0.604,106,0.106,0,0.0,0,
570.547796,1788180166.417302,679130000,138,1,1,4,29,60772012,801907573,23480,6.077201199999999,80.1907573,23.48,63,91,0.63,0.91,0,0.0,9405,94.05,-74584,-74.584,332,0.332,605,0.605,130,0.13,0,0.0,0,
571.118892,1788180166.988398,679730000,167,1,1,4,29,60772012,801907575,23440,6.077201199999999,80.19075749999999,23.44,63,91,0.63,0.91,3,0.03,9405,94.05,-74624,-74.624,333,0.333,605,0.605,112,0.112,0,0.0,0,
571.572812,1788180167.442318,680130000,196,1,1,4,29,60772011,801907577,23430,6.0772011,80.19075769999999,23.43,63,91,0.63,0.91,5,0.05,9405,94.05,-74634,-74.634,333,0.333,605,0.605,123,0.123,0,0.0,0,
572.186049,1788180168.055555,680730000,225,1,1,4,28,60772011,801907578,23430,6.0772011,80.1907578,23.43,55,77,0.55,0.77,2,0.02,9405,94.05,-74634,-74.634,333,0.333,605,0.605,85,0.085,0,0.0,0,
572.577846,1788180168.447352,681130000,0,1,1,4,29,60772011,801907579,23410,6.0772011,80.1907579,23.41,63,91,0.63,0.91,4,0.04,9405,94.05,-74654,-74.654,333,0.333,606,0.606,95,0.095,0,0.0,0,
573.076517,1788180168.946023,681730000,30,1,1,4,29,60772010,801907581,23420,6.077201,80.1907581,23.42,57,84,0.5700000000000001,0.84,6,0.06,9405,94.05,-74644,-74.644,333,0.333,607,0.607,115,0.115,0,0.0,0,
573.559477,1788180169.428983,682130000,58,1,1,4,28,60772009,801907582,23430,6.077200899999999,80.19075819999999,23.43,63,91,0.63,0.91,1,0.01,9405,94.05,-74634,-74.634,333,0.333,608,0.608,126,0.126,0,0.0,0,
574.133985,1788180170.003491,682730000,87,1,1,4,28,60772008,801907583,23440,6.0772008,80.1907583,23.44,63,91,0.63,0.91,4,0.04,9405,94.05,-74624,-74.624,333,0.333,609,0.609,121,0.121,0,0.0,0,
574.601082,1788180170.470588,683130000,116,1,1,4,28,60772009,801907583,23450,6.077200899999999,80.1907583,23.45,63,91,0.63,0.91,4,0.04,9405,94.05,-74614,-74.614,334,0.334,608,0.608,113,0.113,0,0.0,0,
575.147590,1788180171.017096,683730000,146,1,1,4,27,60772009,801907584,23460,6.077200899999999,80.19075839999999,23.46,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-74604,-74.604,334,0.334,606,0.606,83,0.083,0,0.0,0,
575.601204,1788180171.470710,684130000,174,1,1,4,28,60772009,801907584,23430,6.077200899999999,80.19075839999999,23.43,65,93,0.65,0.93,2,0.02,9405,94.05,-74635,-74.635,333,0.333,603,0.603,121,0.121,0,0.0,0,
576.067747,1788180171.937253,684730000,203,1,1,4,27,60772011,801907585,23350,6.0772011,80.1907585,23.35,65,93,0.65,0.93,3,0.03,9405,94.05,-74714,-74.714,331,0.331,597,0.597,120,0.12,0,0.0,0,
576.675160,1788180172.544666,685130000,231,1,1,4,27,60772012,801907585,23330,6.077201199999999,80.1907585,23.330000000000002,65,93,0.65,0.93,2,0.02,9405,94.05,-74734,-74.734,329,0.329,592,0.592,74,0.074,0,0.0,0,
577.095319,1788180172.964825,685730000,4,1,1,4,27,60772014,801907584,23300,6.0772014,80.19075839999999,23.3,65,93,0.65,0.93,2,0.02,9405,94.05,-74764,-74.764,328,0.328,587,0.587,71,0.07100000000000001,0,0.0,0,
577.595104,1788180173.464610,686130000,32,1,1,4,28,60772015,801907584,23270,6.0772015,80.19075839999999,23.27,63,91,0.63,0.91,4,0.04,9405,94.05,-74794,-74.794,327,0.327,583,0.583,133,0.133,0,0.0,0,
578.049835,1788180173.919341,686730000,61,1,1,4,28,60772018,801907585,23210,6.0772018,80.1907585,23.21,55,77,0.55,0.77,6,0.06,9405,94.05,-74854,-74.854,326,0.326,579,0.579,112,0.112,0,0.0,0,
578.597655,1788180174.467161,687130000,89,1,1,4,27,60772019,801907586,23170,6.0772018999999995,80.1907586,23.17,65,93,0.65,0.93,1,0.01,9405,94.05,-74894,-74.894,326,0.326,576,0.5760000000000001,153,0.153,0,0.0,0,
579.051840,1788180174.921346,687730000,118,1,1,4,28,60772020,801907588,23130,6.077202,80.1907588,23.13,63,90,0.63,0.9,0,0.0,9405,94.05,-74934,-74.934,326,0.326,574,0.5740000000000001,144,0.14400000000000002,0,0.0,0,
579.661704,1788180175.531210,688130000,146,1,1,4,28,60772020,801907589,23100,6.077202,80.19075889999999,23.1,63,90,0.63,0.9,1,0.01,9405,94.05,-74964,-74.964,325,0.325,572,0.5720000000000001,141,0.14100000000000001,0,0.0,0,
580.035543,1788180175.905049,688730000,175,1,1,4,28,60772021,801907590,23050,6.0772021,80.190759,23.05,63,90,0.63,0.9,3,0.03,9405,94.05,-75014,-75.014,324,0.324,567,0.5670000000000001,103,0.10300000000000001,0,0.0,0,
580.555136,1788180176.424642,689130000,203,1,1,4,28,60772022,801907591,22980,6.077202199999999,80.1907591,22.98,63,90,0.63,0.9,4,0.04,9405,94.05,-75084,-75.084,322,0.322,555,0.555,108,0.108,0,0.0,0,
581.120707,1788180176.990213,689730000,232,1,1,4,28,60772025,801907593,22880,6.077202499999999,80.1907593,22.88,63,90,0.63,0.9,2,0.02,9405,94.05,-75184,-75.184,318,0.318,539,0.539,137,0.137,0,0.0,0,
581.589652,1788180177.459158,690130000,5,1,1,4,28,60772027,801907594,22800,6.0772027,80.19075939999999,22.8,63,90,0.63,0.9,2,0.02,9405,94.05,-75264,-75.264,316,0.316,532,0.532,118,0.11800000000000001,0,0.0,0,
582.151411,1788180178.020917,690730000,34,1,1,4,28,60772029,801907597,22690,6.0772029,80.1907597,22.69,63,90,0.63,0.9,2,0.02,9405,94.05,-75374,-75.374,314,0.314,521,0.521,127,0.127,0,0.0,0,
582.619778,1788180178.489284,691130000,62,1,1,4,28,60772031,801907598,22590,6.077203099999999,80.1907598,22.59,63,90,0.63,0.9,1,0.01,9405,94.05,-75474,-75.474,313,0.313,513,0.513,127,0.127,0,0.0,0,
583.071596,1788180178.941102,691734000,91,1,1,4,28,60772032,801907600,22500,6.0772032,80.19076,22.5,63,90,0.63,0.9,3,0.03,9405,94.05,-75564,-75.56400000000001,311,0.311,503,0.503,98,0.098,0,0.0,0,
583.648788,1788180179.518294,692134000,119,1,1,4,28,60772033,801907600,22430,6.0772033,80.19076,22.43,65,93,0.65,0.93,4,0.04,9405,94.05,-75634,-75.634,310,0.31,495,0.495,111,0.111,0,0.0,0,
584.146294,1788180180.015800,692734000,148,1,1,4,27,60772034,801907602,22360,6.0772034,80.1907602,22.36,63,90,0.63,0.9,4,0.04,9405,94.05,-75704,-75.70400000000001,309,0.309,484,0.484,126,0.126,0,0.0,0,
584.581182,1788180180.450688,693134000,176,1,1,4,27,60772035,801907602,22330,6.0772034999999995,80.1907602,22.330000000000002,65,93,0.65,0.93,2,0.02,9405,94.05,-75734,-75.734,308,0.308,478,0.47800000000000004,99,0.099,0,0.0,0,
585.065004,1788180180.934510,693734000,205,1,1,4,28,60772036,801907604,22260,6.0772036,80.1907604,22.26,65,93,0.65,0.93,1,0.01,9405,94.05,-75804,-75.804,307,0.307,470,0.47000000000000003,106,0.106,0,0.0,0,
585.611324,1788180181.480830,694134000,233,1,1,4,28,60772037,801907605,22240,6.0772037,80.1907605,22.240000000000002,65,93,0.65,0.93,0,0.0,9405,94.05,-75824,-75.824,306,0.306,465,0.465,87,0.08700000000000001,0,0.0,0,
586.078197,1788180181.947703,694734000,6,1,1,4,28,60772038,801907606,22170,6.0772037999999995,80.19076059999999,22.17,65,93,0.65,0.93,3,0.03,9405,94.05,-75894,-75.894,305,0.305,459,0.459,126,0.126,0,0.0,0,
586.653119,1788180182.522625,695134000,34,1,1,4,28,60772037,801907606,22150,6.0772037,80.19076059999999,22.150000000000002,65,93,0.65,0.93,6,0.06,9405,94.05,-75914,-75.914,304,0.304,455,0.455,94,0.094,0,0.0,0,
587.133512,1788180183.003018,695734000,63,1,1,4,28,60772037,801907605,22130,6.0772037,80.1907605,22.13,57,78,0.5700000000000001,0.78,2,0.02,9405,94.05,-75934,-75.934,303,0.303,450,0.45,79,0.079,0,0.0,0,
587.572899,1788180183.442405,696134000,91,1,1,4,28,60772038,801907604,22110,6.0772037999999995,80.1907604,22.11,65,93,0.65,0.93,3,0.03,9405,94.05,-75954,-75.95400000000001,303,0.303,448,0.448,147,0.147,0,0.0,0,
588.026499,1788180183.896005,696734000,120,1,1,4,28,60772038,801907602,22110,6.0772037999999995,80.1907602,22.11,65,93,0.65,0.93,2,0.02,9405,94.05,-75954,-75.95400000000001,302,0.302,446,0.446,87,0.08700000000000001,0,0.0,0,
588.602004,1788180184.471510,697134000,148,1,1,4,28,60772038,801907602,22110,6.0772037999999995,80.1907602,22.11,65,93,0.65,0.93,3,0.03,9405,94.05,-75954,-75.95400000000001,301,0.301,444,0.444,122,0.122,0,0.0,0,
589.070773,1788180184.940279,697734000,177,1,1,4,27,60772038,801907602,22090,6.0772037999999995,80.1907602,22.09,65,93,0.65,0.93,3,0.03,9405,94.05,-75974,-75.974,301,0.301,442,0.442,88,0.088,0,0.0,0,
589.701906,1788180185.571412,698134000,205,1,1,4,27,60772039,801907601,22070,6.0772039,80.19076009999999,22.07,65,93,0.65,0.93,2,0.02,9405,94.05,-75994,-75.994,300,0.3,440,0.44,116,0.116,0,0.0,0,
590.100321,1788180185.969827,698734000,234,1,1,4,27,60772040,801907599,22050,6.077204,80.1907599,22.05,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-76014,-76.014,299,0.299,438,0.438,102,0.10200000000000001,0,0.0,0,
590.559871,1788180186.429377,699134000,6,1,1,4,28,60772040,801907597,22040,6.077204,80.1907597,22.04,65,93,0.65,0.93,4,0.04,9405,94.05,-76024,-76.024,298,0.298,437,0.437,86,0.08600000000000001,0,0.0,0,
591.054571,1788180186.924077,699734000,35,1,1,4,28,60772041,801907596,21990,6.077204099999999,80.19075959999999,21.990000000000002,65,93,0.65,0.93,3,0.03,9405,94.05,-76074,-76.074,297,0.297,436,0.436,86,0.08600000000000001,0,0.0,0,
591.597160,1788180187.466666,700134000,64,1,1,4,28,60772041,801907595,21970,6.077204099999999,80.1907595,21.97,65,93,0.65,0.93,1,0.01,9405,94.05,-76094,-76.09400000000001,296,0.296,435,0.435,132,0.132,0,0.0,0,
592.061844,1788180187.931350,700734000,93,1,1,4,28,60772041,801907595,21970,6.077204099999999,80.1907595,21.97,65,93,0.65,0.93,3,0.03,9405,94.05,-76094,-76.09400000000001,296,0.296,435,0.435,131,0.131,0,0.0,0,
592.626021,1788180188.495527,701134000,121,1,1,4,27,60772043,801907593,21960,6.0772043,80.1907593,21.96,65,93,0.65,0.93,2,0.02,9405,94.05,-76104,-76.104,296,0.296,433,0.433,140,0.14,0,0.0,0,
593.125183,1788180188.994689,701734000,150,1,1,4,28,60772043,801907592,21920,6.0772043,80.1907592,21.92,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-76144,-76.144,294,0.294,431,0.431,83,0.083,0,0.0,0,
593.545578,1788180189.415084,702134000,178,1,1,4,28,60772043,801907592,21890,6.0772043,80.1907592,21.89,65,93,0.65,0.93,3,0.03,9405,94.05,-76175,-76.175,293,0.293,430,0.43,123,0.123,0,0.0,0,
594.046027,1788180189.915533,702734000,207,1,1,4,29,60772044,801907590,21880,6.077204399999999,80.190759,21.88,65,93,0.65,0.93,3,0.03,9405,94.05,-76184,-76.184,293,0.293,433,0.433,84,0.084,0,0.0,0,
594.589004,1788180190.458510,703134000,235,1,1,4,29,60772045,801907589,21870,6.0772045,80.19075889999999,21.87,65,93,0.65,0.93,5,0.05,9405,94.05,-76194,-76.194,294,0.294,436,0.436,83,0.083,0,0.0,0,
595.087011,1788180190.956517,703734000,8,1,1,4,28,60772047,801907587,21850,6.077204699999999,80.19075869999999,21.85,65,93,0.65,0.93,5,0.05,9405,94.05,-76214,-76.214,294,0.294,438,0.438,89,0.089,0,0.0,0,
595.634749,1788180191.504255,704134000,36,1,1,4,29,60772049,801907586,21810,6.0772049,80.1907586,21.81,65,93,0.65,0.93,2,0.02,9405,94.05,-76254,-76.254,294,0.294,436,0.436,99,0.099,0,0.0,0,
596.083008,1788180191.952514,704734000,65,1,1,4,29,60772051,801907586,21770,6.0772051,80.1907586,21.77,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-76294,-76.294,293,0.293,433,0.433,137,0.137,0,0.0,0,
596.537377,1788180192.406883,705134000,93,1,1,4,29,60772051,801907585,21780,6.0772051,80.1907585,21.78,65,93,0.65,0.93,2,0.02,9405,94.05,-76284,-76.284,293,0.293,432,0.432,137,0.137,0,0.0,0,
597.113437,1788180192.982943,705734000,122,1,1,4,29,60772052,801907583,21770,6.0772052,80.1907583,21.77,65,93,0.65,0.93,2,0.02,9405,94.05,-76294,-76.294,292,0.292,432,0.432,96,0.096,0,0.0,0,
597.578578,1788180193.448084,706134000,150,1,1,4,29,60772052,801907583,21770,6.0772052,80.1907583,21.77,65,93,0.65,0.93,7,0.07,9405,94.05,-76295,-76.295,292,0.292,431,0.431,82,0.082,0,0.0,0,
598.065391,1788180193.934897,706734000,179,1,1,4,29,60772052,801907581,21760,6.0772052,80.1907581,21.76,65,93,0.65,0.93,4,0.04,9405,94.05,-76304,-76.304,291,0.291,431,0.431,102,0.10200000000000001,0,0.0,0,
598.612092,1788180194.481598,707134000,207,1,1,4,29,60772053,801907579,21760,6.0772053,80.1907579,21.76,65,93,0.65,0.93,0,0.0,9405,94.05,-76304,-76.304,291,0.291,430,0.43,127,0.127,0,0.0,0,
599.066013,1788180194.935519,707734000,236,1,1,4,28,60772053,801907578,21780,6.0772053,80.1907578,21.78,57,78,0.5700000000000001,0.78,0,0.0,9405,94.05,-76284,-76.284,290,0.29,427,0.427,81,0.081,0,0.0,0,
599.642605,1788180195.512111,708134000,8,1,1,4,29,60772052,801907575,21770,6.0772052,80.19075749999999,21.77,65,93,0.65,0.93,1,0.01,9405,94.05,-76294,-76.294,289,0.289,426,0.426,127,0.127,0,0.0,0,
600.051934,1788180195.921440,708734000,37,1,1,4,29,60772050,801907571,21800,6.077204999999999,80.1907571,21.8,65,93,0.65,0.93,2,0.02,9405,94.05,-76264,-76.264,289,0.289,426,0.426,112,0.112,0,0.0,0,
600.561904,1788180196.431410,709134000,65,1,1,4,29,60772050,801907569,21820,6.077204999999999,80.1907569,21.82,65,93,0.65,0.93,2,0.02,9405,94.05,-76244,-76.244,289,0.289,429,0.429,97,0.097,0,0.0,0,
601.060628,1788180196.930134,709734000,94,1,1,4,29,60772050,801907567,21840,6.077204999999999,80.1907567,21.84,65,93,0.65,0.93,3,0.03,9405,94.05,-76224,-76.224,290,0.29,433,0.433,139,0.139,0,0.0,0,
601.606749,1788180197.476255,710134000,123,1,1,4,29,60772049,801907565,21840,6.0772049,80.19075649999999,21.84,65,93,0.65,0.93,0,0.0,9405,94.05,-76224,-76.224,290,0.29,436,0.436,128,0.128,0,0.0,0,
602.061044,1788180197.930550,710734000,152,1,1,4,28,60772050,801907562,21810,6.077204999999999,80.1907562,21.81,57,78,0.5700000000000001,0.78,6,0.06,9405,94.05,-76254,-76.254,291,0.291,441,0.441,128,0.128,0,0.0,0,
602.667986,1788180198.537492,711134000,180,1,1,4,28,60772049,801907561,21810,6.0772049,80.1907561,21.81,65,93,0.65,0.93,1,0.01,9405,94.05,-76254,-76.254,291,0.291,444,0.444,96,0.096,0,0.0,0,
603.056737,1788180198.926243,711735000,209,1,1,4,29,60772047,801907558,21780,6.077204699999999,80.19075579999999,21.78,65,93,0.65,0.93,3,0.03,9405,94.05,-76284,-76.284,292,0.292,447,0.447,113,0.113,0,0.0,0,
603.557420,1788180199.426926,712135000,237,1,1,4,28,60772045,801907557,21770,6.0772045,80.1907557,21.77,65,93,0.65,0.93,5,0.05,9405,94.05,-76294,-76.294,292,0.292,449,0.449,85,0.085,0,0.0,0,
604.056379,1788180199.925885,712735000,11,1,1,4,28,60772043,801907555,21750,6.0772043,80.1907555,21.75,65,93,0.65,0.93,0,0.0,9405,94.05,-76314,-76.31400000000001,293,0.293,453,0.453,133,0.133,0,0.0,0,
604.599807,1788180200.469313,713135000,39,1,1,4,28,60772042,801907555,21740,6.0772042,80.1907555,21.740000000000002,65,93,0.65,0.93,3,0.03,9405,94.05,-76324,-76.324,293,0.293,455,0.455,84,0.084,0,0.0,0,
605.054079,1788180200.923585,713735000,68,1,1,4,28,60772040,801907555,21710,6.077204,80.1907555,21.71,57,78,0.5700000000000001,0.78,5,0.05,9405,94.05,-76354,-76.354,293,0.293,457,0.457,112,0.112,0,0.0,0,
605.629633,1788180201.499139,714135000,96,1,1,4,28,60772038,801907555,21730,6.0772037999999995,80.1907555,21.73,65,93,0.65,0.93,3,0.03,9405,94.05,-76335,-76.33500000000001,293,0.293,459,0.459,127,0.127,0,0.0,0,
606.087532,1788180201.957038,714735000,125,1,1,4,28,60772038,801907555,21660,6.0772037999999995,80.1907555,21.66,65,93,0.65,0.93,1,0.01,9405,94.05,-76404,-76.404,292,0.292,454,0.454,135,0.135,0,0.0,0,
606.583463,1788180202.452969,715135000,153,1,1,4,28,60772040,801907557,21580,6.077204,80.1907557,21.580000000000002,65,93,0.65,0.93,2,0.02,9405,94.05,-76484,-76.484,291,0.291,449,0.449,115,0.115,0,0.0,0,
607.128248,1788180202.997754,715735000,182,1,1,4,27,60772040,801907556,21520,6.077204,80.1907556,21.52,65,93,0.65,0.93,1,0.01,9405,94.05,-76544,-76.544,289,0.289,443,0.443,112,0.112,0,0.0,0,
607.585775,1788180203.455281,716135000,210,1,1,4,27,60772040,801907559,21460,6.077204,80.1907559,21.46,65,93,0.65,0.93,1,0.01,9405,94.05,-76605,-76.605,288,0.28800000000000003,440,0.44,111,0.111,0,0.0,0,
608.047901,1788180203.917407,716735000,239,1,1,4,27,60772039,801907559,21370,6.0772039,80.1907559,21.37,57,78,0.5700000000000001,0.78,2,0.02,9405,94.05,-76694,-76.694,287,0.28700000000000003,435,0.435,140,0.14,0,0.0,0,
608.629616,1788180204.499122,717135000,11,1,1,4,27,60772039,801907558,21310,6.0772039,80.19075579999999,21.31,65,93,0.65,0.93,0,0.0,9405,94.05,-76754,-76.754,286,0.28600000000000003,433,0.433,118,0.11800000000000001,0,0.0,0,
609.083057,1788180204.952563,717735000,40,1,1,4,27,60772037,801907558,21230,6.0772037,80.19075579999999,21.23,65,93,0.65,0.93,2,0.02,9405,94.05,-76834,-76.834,284,0.28400000000000003,429,0.429,134,0.134,0,0.0,0,
609.535568,1788180205.405074,718135000,68,1,1,4,27,60772036,801907557,21180,6.0772036,80.1907557,21.18,65,93,0.65,0.93,0,0.0,9405,94.05,-76884,-76.884,283,0.28300000000000003,427,0.427,125,0.125,0,0.0,0,
610.130228,1788180205.999734,718735000,97,1,1,4,27,60772035,801907555,21120,6.0772034999999995,80.1907555,21.12,65,93,0.65,0.93,5,0.05,9405,94.05,-76944,-76.944,282,0.28200000000000003,425,0.425,117,0.117,0,0.0,0,
610.611595,1788180206.481101,719135000,128,1,1,4,27,60772032,801907555,21120,6.0772032,80.1907555,21.12,65,93,0.65,0.93,2,0.02,9405,94.05,-76944,-76.944,281,0.281,425,0.425,128,0.128,0,0.0,0,
611.033875,1788180206.903381,719735000,157,1,1,4,26,60772028,801907554,21080,6.077202799999999,80.1907554,21.080000000000002,58,80,0.58,0.8,3,0.03,9405,94.05,-76984,-76.984,280,0.28,424,0.424,121,0.121,0,0.0,0,
611.612691,1788180207.482197,720135000,186,1,1,4,27,60772025,801907553,21080,6.077202499999999,80.19075529999999,21.080000000000002,65,93,0.65,0.93,1,0.01,9405,94.05,-76984,-76.984,279,0.279,422,0.422,136,0.136,0,0.0,0,
612.099301,1788180207.968807,720735000,215,1,1,4,27,60772022,801907556,21010,6.077202199999999,80.1907556,21.01,65,93,0.65,0.93,3,0.03,9405,94.05,-77054,-77.054,278,0.278,420,0.42,136,0.136,0,0.0,0,
612.603361,1788180208.472867,721135000,244,1,1,4,27,60772019,801907557,20960,6.0772018999999995,80.1907557,20.96,65,93,0.65,0.93,3,0.03,9405,94.05,-77104,-77.104,277,0.277,418,0.418,131,0.131,0,0.0,0,
613.072510,1788180208.942016,721735000,18,1,1,4,27,60772018,801907558,20860,6.0772018,80.19075579999999,20.86,65,93,0.65,0.93,1,0.01,9405,94.05,-77204,-77.20400000000001,276,0.276,417,0.417,139,0.139,0,0.0,0,
613.571386,1788180209.440892,722135000,46,1,1,4,27,60772016,801907557,20830,6.0772015999999995,80.1907557,20.830000000000002,65,93,0.65,0.93,4,0.04,9405,94.05,-77234,-77.234,275,0.275,416,0.41600000000000004,90,0.09,0,0.0,0,
614.025955,1788180209.895461,722735000,75,1,1,4,27,60772013,801907557,20820,6.0772013,80.1907557,20.82,57,78,0.5700000000000001,0.78,3,0.03,9405,94.05,-77244,-77.244,274,0.274,414,0.41400000000000003,80,0.08,0,0.0,0,
614.619583,1788180210.489089,723135000,103,1,1,4,27,60772010,801907557,20800,6.077201,80.1907557,20.8,65,93,0.65,0.93,2,0.02,9405,94.05,-77264,-77.264,274,0.274,413,0.41300000000000003,137,0.137,0,0.0,0,
615.070344,1788180210.939850,723735000,132,1,1,4,27,60772007,801907558,20740,6.0772007,80.19075579999999,20.740000000000002,65,93,0.65,0.93,5,0.05,9405,94.05,-77324,-77.324,273,0.273,411,0.41100000000000003,90,0.09,0,0.0,0,
615.645199,1788180211.514705,724135000,160,1,1,4,27,60772004,801907558,20710,6.0772004,80.19075579999999,20.71,65,93,0.65,0.93,4,0.04,9405,94.05,-77354,-77.354,272,0.272,410,0.41000000000000003,76,0.076,0,0.0,0,
616.096843,1788180211.966349,724735000,189,1,1,4,27,60772000,801907561,20660,6.0771999999999995,80.1907561,20.66,65,93,0.65,0.93,1,0.01,9405,94.05,-77404,-77.404,272,0.272,408,0.40800000000000003,101,0.101,0,0.0,0,
616.563836,1788180212.433342,725135000,217,1,1,4,28,60771997,801907562,20630,6.0771996999999995,80.1907562,20.63,65,93,0.65,0.93,3,0.03,9405,94.05,-77434,-77.434,272,0.272,408,0.40800000000000003,85,0.085,0,0.0,0,
617.143742,1788180213.013248,725735000,246,1,1,4,28,60771993,801907564,20580,6.077199299999999,80.1907564,20.580000000000002,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-77484,-77.484,271,0.271,407,0.40700000000000003,93,0.093,0,0.0,0,
617.597612,1788180213.467118,726135000,18,1,1,4,28,60771990,801907564,20540,6.077198999999999,80.1907564,20.54,65,93,0.65,0.93,2,0.02,9405,94.05,-77524,-77.524,271,0.271,407,0.40700000000000003,75,0.075,0,0.0,0,
618.051509,1788180213.921015,726735000,47,1,1,4,29,60771989,801907565,20480,6.0771989,80.19075649999999,20.48,58,85,0.58,0.85,6,0.06,9405,94.05,-77584,-77.584,272,0.272,408,0.40800000000000003,112,0.112,0,0.0,0,
618.627982,1788180214.497488,727135000,75,1,1,4,29,60771987,801907565,20450,6.077198699999999,80.19075649999999,20.45,58,85,0.58,0.85,2,0.02,9405,94.05,-77614,-77.614,272,0.272,408,0.40800000000000003,126,0.126,0,0.0,0,
619.097128,1788180214.966634,727735000,104,1,1,4,29,60771985,801907566,20370,6.0771985,80.1907566,20.37,58,85,0.58,0.85,4,0.04,9405,94.05,-77694,-77.694,273,0.273,407,0.40700000000000003,113,0.113,0,0.0,0,
619.548675,1788180215.418181,728135000,132,1,1,4,29,60771982,801907568,20320,6.0771982,80.1907568,20.32,65,93,0.65,0.93,3,0.03,9405,94.05,-77744,-77.744,273,0.273,407,0.40700000000000003,122,0.122,0,0.0,0,
620.123363,1788180215.992869,728735000,161,1,1,4,29,60771980,801907570,20240,6.077198,80.19075699999999,20.240000000000002,57,78,0.5700000000000001,0.78,5,0.05,9405,94.05,-77824,-77.824,274,0.274,406,0.406,126,0.126,0,0.0,0,
620.593599,1788180216.463105,729135000,189,1,1,4,29,60771979,801907572,20160,6.0771979,80.1907572,20.16,65,93,0.65,0.93,5,0.05,9405,94.05,-77904,-77.904,274,0.274,406,0.406,124,0.124,0,0.0,0,
621.050042,1788180216.919548,729735000,218,1,1,4,29,60771977,801907575,20070,6.0771977,80.19075749999999,20.07,65,93,0.65,0.93,2,0.02,9405,94.05,-77994,-77.994,273,0.273,406,0.406,107,0.107,0,0.0,0,
621.627374,1788180217.496880,730135000,247,1,1,4,29,60771976,801907577,20020,6.0771976,80.19075769999999,20.02,65,93,0.65,0.93,6,0.06,9405,94.05,-78044,-78.044,273,0.273,406,0.406,92,0.092,0,0.0,0,
622.081208,1788180217.950714,730735000,20,1,1,4,28,60771974,801907580,19950,6.077197399999999,80.190758,19.95,65,93,0.65,0.93,4,0.04,9405,94.05,-78114,-78.114,273,0.273,405,0.405,90,0.09,0,0.0,0,
622.549685,1788180218.419191,731135000,48,1,1,4,28,60771974,801907582,19910,6.077197399999999,80.19075819999999,19.91,65,93,0.65,0.93,2,0.02,9405,94.05,-78154,-78.154,274,0.274,405,0.405,121,0.121,0,0.0,0,
623.124461,1788180218.993967,731737000,77,1,1,4,28,60771973,801907583,19820,6.0771973,80.1907583,19.82,57,78,0.5700000000000001,0.78,1,0.01,9405,94.05,-78244,-78.244,274,0.274,405,0.405,122,0.122,0,0.0,0,
623.575530,1788180219.445036,732137000,105,1,1,4,28,60771972,801907585,19780,6.0771972,80.1907585,19.78,65,93,0.65,0.93,6,0.06,9405,94.05,-78284,-78.284,274,0.274,404,0.404,100,0.1,0,0.0,0,
624.046709,1788180219.916215,732737000,134,1,1,4,27,60771971,801907587,19700,6.077197099999999,80.19075869999999,19.7,66,95,0.66,0.9500000000000001,0,0.0,9405,94.05,-78364,-78.364,274,0.274,404,0.404,133,0.133,0,0.0,0,
