label,arrival_time_s,gap_from_prev_ms
c2_edge_load,1785871077.424194,180.51
c2_edge_load,1785871077.586487,162.29
c2_edge_load,1785871078.446337,859.85
c2_edge_load,1785871078.613706,167.37
c2_edge_load,1785871078.801731,188.03
c2_edge_load,1785871079.955518,1153.79
c2_edge_load,1785871080.699870,744.35
c2_edge_load,1785871080.881874,182.00
c2_edge_load,1785871082.331598,1449.72
c2_edge_load,1785871082.500503,168.90
c2_edge_load,1785871082.641718,141.22
c2_edge_load,1785871083.295747,654.03
c2_edge_load,1785871084.122397,826.65
c2_edge_load,1785871084.383474,261.08
c2_edge_load,1785871084.849939,466.46
c2_edge_load,1785871085.069922,219.98
c2_edge_load,1785871085.452235,382.31
c2_edge_load,1785871085.665270,213.04
c2_edge_load,1785871086.303096,637.83
c2_edge_load,1785871086.954221,651.12
c2_edge_load,1785871087.366835,412.61
c2_edge_load,1785871087.530801,163.97
c2_edge_load,1785871087.772776,241.98
c2_edge_load,1785871089.016088,1243.31
c2_edge_load,1785871089.798663,782.57
c2_edge_load,1785871091.124056,1325.39
c2_edge_load,1785871091.619725,495.67
c2_edge_load,1785871092.301645,681.92
c2_edge_load,1785871092.754816,453.17
c2_edge_load,1785871094.058850,1304.03
c2_edge_load,1785871094.210908,152.06
c2_edge_load,1785871094.422625,211.72
c2_edge_load,1785871094.638363,215.74
