time_s,node_id,x_m,y_m,z_m
10.299884,1,21.83101463317871,-9.4513578414917,60.037017822265625
10.299884,2,19.20857810974121,1.0829869508743286,40.05044937133789
10.299884,3,24.11753273010254,-63.68032455444336,49.976192474365234
10.400247,0,-70.0,-7.0,2.9000000953674316
10.400247,1,22.816059112548828,-9.30951976776123,60.0457649230957
10.400247,2,20.208709716796875,1.3957587480545044,40.044891357421875
10.400247,3,25.052230834960938,-64.13351440429688,49.97804260253906
10.499862,0,-70.0,-7.0,2.9000000953674316
10.499862,1,23.777935028076172,-9.171948432922363,60.05307388305664
10.499862,2,21.210369110107422,1.703802466392517,40.03862380981445
10.499862,3,25.984956741333008,-64.58736419677734,49.97969436645508
10.599976,0,-70.0,-7.0,2.9000000953674316
10.599976,1,24.71341323852539,-9.032827377319336,60.06118392944336
10.599976,2,22.212495803833008,2.009104013442993,40.03357696533203
10.599976,3,26.915287017822266,-65.04522705078125,49.9798698425293
10.700102,0,-70.0,-7.0,2.9000000953674316
10.700102,1,25.623104095458984,-8.90129280090332,60.06904983520508
10.700102,2,23.212636947631836,2.319343328475952,40.03018569946289
10.700102,3,27.846494674682617,-65.50265502929688,49.979496002197266
10.799963,0,-70.0,-7.0,2.9000000953674316
10.799963,1,26.500431060791016,-8.772201538085938,60.07478332519531
10.799963,2,24.213178634643555,2.6294260025024414,40.02937316894531
10.799963,3,28.77899742126465,-65.9596176147461,49.97861862182617
10.899704,0,-70.0,-7.0,2.9000000953674316
10.899704,1,27.34775161743164,-8.64316463470459,60.077667236328125
10.899704,2,25.216026306152344,2.9353160858154297,40.028480529785156
10.899704,3,29.7132568359375,-66.41411590576172,49.97880172729492
11.000075,0,-70.0,-7.0,2.9000000953674316
11.000075,1,28.161333084106445,-8.521597862243652,60.075096130371094
11.000075,2,26.218368530273438,3.2409427165985107,40.0269889831543
11.000075,3,30.646385192871094,-66.86512756347656,49.98065185546875
