Linux 5.15.0-186-generic (lenovo) 	08/27/2026 	_x86_64_	(24 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:07 PM  1002     75308   42.00    1.00    0.00    0.00   43.00     8  15401.00      0.00 9201056  829128   2.55  python3
07:18:07 PM  1002     75454    4.00    2.00    0.00    0.00    6.00    10   1995.00      0.00 1872036  175108   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:08 PM  1002     75308   50.00    1.00    0.00    0.00   51.00     8  13706.00      0.00 9189528  817528   2.52  python3
07:18:08 PM  1002     75454    2.00    2.00    0.00    0.00    4.00    14    676.00      0.00 1866468  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:09 PM  1002     75308   49.00    1.00    0.00    0.00   50.00     8   8097.00      0.00 9178224  806336   2.48  python3
07:18:09 PM  1002     75454    4.00    1.00    0.00    0.00    5.00    12   1995.00      0.00 1866468  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:10 PM  1002     75308   41.00    4.00    0.00    0.00   45.00     8  14726.00      0.00 9184344  812552   2.50  python3
07:18:10 PM  1002     75454    2.00    2.00    0.00    0.00    4.00     6   1995.00      0.00 1866468  170096   0.52  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:11 PM  1002     75308   50.00    4.00    0.00    0.00   54.00    10  16389.00      0.00 9174804  802772   2.47  python3
07:18:11 PM  1002     75454    4.00    1.00    0.00    0.00    5.00     8   3315.00      0.00 1872036  175112   0.54  python3

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
07:18:12 PM  1002     75308   51.00    4.00    0.00    0.00   55.00    14  14726.00      0.00 9174804  802872   2.47  python3
07:18:12 PM  1002     75454    2.00    1.00    0.00    0.00    3.00    14   1995.00      0.00 1872036  175112   0.54  python3
